ID,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,renovated,zipcode,lat,long,sqft_living15,sqft_lot15
20748,2,1,760,4000,1,0,0,3,7,760,0,1944,0,0,98117,47.6896,-122.396,1520,4000
20749,3,1,1230,6000,1,0,0,4,7,1230,0,1967,0,0,98002,47.3256,-122.209,1240,6000
20750,5,1.75,3000,6000,1,0,0,5,7,1500,1500,1958,0,0,98178,47.492,-122.225,2230,7125
20751,4,2.25,2000,9000,1,0,0,4,8,2000,0,1978,0,0,98023,47.3125,-122.387,2190,8374
20752,3,1,1120,8549,1,0,0,3,7,1120,0,1952,0,0,98004,47.6294,-122.205,1440,8640
20753,3,2.5,2370,9102,2,0,0,3,9,2370,0,1990,0,0,98023,47.3067,-122.394,2530,9883
20754,3,1,940,7913,1,0,0,3,6,940,0,1948,0,0,98155,47.7657,-122.321,940,7913
20755,4,2.5,2250,50155,2,0,0,3,8,2250,0,1998,0,0,98045,47.449,-121.756,2040,57857
20756,3,2,1450,6081,1,0,0,4,7,1450,0,1969,0,0,98155,47.7522,-122.278,1880,6000
20757,5,1,1170,6757,1,0,0,4,6,800,370,1944,0,0,98125,47.7332,-122.304,1590,6794
20758,4,2.75,3555,6565,2,0,0,3,9,3555,0,2014,0,0,98053,47.6847,-122.017,3625,5637
20759,2,1,960,112384,1,0,0,3,7,960,0,1955,0,0,98028,47.7642,-122.234,1210,24875
20760,3,1.75,1380,8182,1,0,0,5,7,1380,0,1942,0,0,98133,47.7513,-122.349,1300,8188
20761,2,1.75,1740,5400,1,0,0,4,7,990,750,1946,0,0,98115,47.6971,-122.282,1980,5400
20762,5,1.75,1920,6500,1,0,0,3,7,1260,660,1951,0,0,98112,47.6394,-122.308,1970,5500
20763,5,6.25,8020,21738,2,0,0,3,11,8020,0,2001,0,0,98006,47.5675,-122.189,4160,18969
20764,4,2.5,2880,7386,2,0,0,4,9,2880,0,1987,0,0,98058,47.4397,-122.15,2420,7663
20765,4,2.5,1750,9000,1,0,0,3,8,1410,340,1977,2003,1,98052,47.6403,-122.105,2120,9600
20766,4,2.5,1600,6765,1,0,0,3,7,830,770,1947,2011,1,98106,47.5469,-122.365,1600,8942
20767,4,2.5,2860,12394,2,0,0,3,10,2860,0,1999,0,0,98075,47.5832,-122.026,3070,8515
20768,3,1,1210,7175,1,0,0,3,7,1210,0,1918,0,0,98106,47.5339,-122.356,1640,5850
20769,4,2.5,2260,3713,2,0,0,3,9,2260,0,2003,0,0,98034,47.7247,-122.165,2260,3713
20770,4,2.5,2510,8580,2,0,0,4,8,2510,0,1991,2012,1,98023,47.295,-122.37,2290,7809
20771,3,1.75,1710,7210,1,0,0,4,7,1240,470,1974,0,0,98031,47.4094,-122.175,1840,7245
20772,3,2.5,1620,7686,2,0,0,3,7,1620,0,1989,0,0,98038,47.3613,-122.053,1370,7686
20773,4,2,1700,2350,1,0,0,3,6,850,850,1926,2014,1,98117,47.6865,-122.366,1600,4160
20774,3,2.5,3320,12840,1,0,0,3,10,2600,720,1990,0,0,98075,47.5783,-121.994,3230,14933
20775,5,2.5,1980,10205,1,0,0,4,7,1080,900,1929,0,0,98115,47.699,-122.307,1310,5413
20776,4,1,1670,8102,1.5,0,0,3,6,1670,0,1944,0,0,98166,47.4692,-122.355,1310,7906
20777,3,2.5,2235,43560,1,0,0,5,7,990,1245,1975,0,0,98010,47.3326,-122.046,1460,29621
20778,4,2.5,2980,8107,2,0,0,3,9,2980,0,2000,0,0,98065,47.5389,-121.876,2750,7760
20779,3,1.75,2620,38350,1,0,0,4,8,1320,1300,1977,0,0,98027,47.4619,-121.991,2170,36962
20780,4,1.75,3080,6500,1,0,0,4,9,1700,1380,1941,0,0,98199,47.6353,-122.402,2960,5711
20781,3,1,940,10360,1,0,0,4,7,940,0,1964,0,0,98033,47.688,-122.19,2019,10360
20782,4,2.5,2070,4500,2,0,0,3,7,2070,0,2004,0,0,98038,47.3497,-122.026,2760,5173
20783,4,3,2570,8022,1,0,0,4,8,1370,1200,1984,0,0,98052,47.6956,-122.099,2090,8022
20784,4,1.5,2550,5055,2,0,0,4,10,2550,0,1910,0,0,98112,47.636,-122.301,1970,4431
20785,2,1,1010,7500,1,0,0,3,7,1010,0,1941,0,0,98108,47.5283,-122.32,1220,6000
20786,3,1.5,1720,7110,1,0,0,3,8,1720,0,1955,0,0,98106,47.5417,-122.355,1730,6840
20787,3,2.5,1600,7829,2,0,0,3,7,1600,0,1987,0,0,98034,47.7288,-122.227,1580,9104
20788,3,3.5,3600,37982,2,0,0,4,8,3600,0,1996,0,0,98014,47.6982,-121.917,2050,18019
20789,3,1,1390,12823,1,0,0,4,7,1390,0,1968,0,0,98077,47.7438,-122.075,1390,10095
20790,2,1,1090,3160,1,0,0,3,7,840,250,1926,0,0,98109,47.6385,-122.344,1070,3160
20791,4,2,2140,6360,2,0,0,3,7,1840,300,1945,0,0,98115,47.687,-122.286,1690,6360
20792,4,2.5,3500,9198,2,0,0,3,9,3500,0,2004,0,0,98053,47.6785,-122.025,3990,8598
20793,3,2.25,1440,6443,2,0,0,3,7,1440,0,1995,0,0,98019,47.7471,-121.979,1700,6749
20794,4,2.75,2780,6207,2,0,0,3,8,2780,0,2001,0,0,98053,47.6867,-122.038,2660,5592
20795,4,1.75,1580,8856,2,0,0,3,7,1580,0,1979,0,0,98045,47.4694,-121.745,1390,9490
20796,3,1,970,6828,1,0,0,3,6,970,0,1928,0,0,98106,47.5476,-122.36,1160,11666
20797,4,1,1500,6360,1.5,0,0,3,6,1500,0,1944,0,0,98178,47.4979,-122.24,1190,6360
20798,3,2,2660,257875,1,0,2,4,8,1530,1130,1976,0,0,98024,47.553,-121.887,1710,64033
20799,6,4.75,5540,7200,2.5,0,2,4,11,3950,1590,1909,0,0,98119,47.6361,-122.366,2930,7200
20800,4,2,1610,5000,2,0,0,5,7,1610,0,1946,0,0,98117,47.6775,-122.398,1300,4950
20801,3,1,1070,4800,1,0,0,3,6,970,100,1947,0,0,98126,47.5187,-122.377,1120,1198
20802,2,2,1700,7992,1,0,0,4,7,950,750,1980,0,0,98023,47.3031,-122.385,1700,8030
20803,5,3,2150,6117,1,0,0,3,7,1370,780,2003,0,0,98106,47.538,-122.356,1990,6064
20804,4,5.25,4670,43950,2,0,0,3,12,4670,0,1989,0,0,98006,47.5456,-122.126,4900,35000
20805,3,1.5,1390,5040,1,0,0,3,7,1090,300,1947,0,0,98105,47.6611,-122.282,1910,4800
20806,4,3.5,2980,2147,2.5,0,0,3,10,2490,490,2006,0,0,98029,47.5463,-121.995,2880,2428
20807,4,2.25,2190,15491,2,0,0,3,8,2190,0,1981,0,0,98074,47.6299,-122.039,2090,15039
20808,2,2.5,1230,987,2,0,0,3,7,1060,170,2011,0,0,98144,47.6007,-122.305,1290,1328
20809,9,3,2820,4480,2,0,0,3,7,1880,940,1918,0,0,98105,47.6654,-122.307,2460,4400
20810,3,2,1820,7750,1,0,0,3,8,1820,0,1992,0,0,98023,47.3169,-122.352,2080,8084
20811,3,2,1670,17071,1,0,0,3,7,1100,570,1988,0,0,98014,47.69,-121.913,1660,15593
20812,3,1,1540,7740,1,0,0,4,7,1540,0,1909,0,0,98126,47.522,-122.375,1220,7740
20813,2,1,1060,7700,1,0,0,3,7,820,240,1981,0,0,98055,47.4599,-122.205,1370,8833
20814,4,2.5,3670,49658,2,0,0,3,10,3670,0,1999,0,0,98074,47.6219,-122.015,3040,49658
20815,4,3.25,4420,7850,2,1,4,3,11,3150,1270,2001,0,0,98008,47.572,-122.102,2760,8525
20816,3,2.5,1190,1290,3,0,0,3,8,1190,0,2008,0,0,98107,47.6762,-122.378,1410,1923
20817,3,1,1300,3550,1.5,0,0,3,7,1300,0,1927,0,0,98105,47.6696,-122.32,1410,4080
20818,3,1.5,1250,8004,1,0,0,3,7,1250,0,1965,0,0,98008,47.6285,-122.117,1450,7931
20819,2,1,900,8580,1,0,0,3,5,900,0,1918,0,0,98168,47.4727,-122.27,2060,6533
20820,4,2.5,2960,10760,2,0,0,3,9,2960,0,1987,0,0,98029,47.5677,-122.013,2480,9528
20821,3,1.75,1430,53628,2,0,0,3,8,1430,0,1985,0,0,98024,47.5577,-121.891,2100,53628
20822,4,2.25,2060,8767,2,0,0,3,8,2060,0,1983,0,0,98052,47.7228,-122.103,1610,8062
20823,4,2.25,2000,10679,1,0,0,3,7,1350,650,1960,0,0,98148,47.4238,-122.329,1650,8875
20824,3,1,950,8450,1,0,0,3,7,950,0,1962,0,0,98033,47.6884,-122.186,1610,10080
20825,3,3,1380,1081,3,0,0,3,8,1380,0,2005,0,0,98107,47.6692,-122.39,1390,1140
20826,3,1.5,1790,8203,1.5,0,1,3,7,1790,0,1910,0,0,98116,47.5768,-122.403,1960,6047
20827,3,1,1340,4000,1.5,0,0,4,7,1340,0,1927,0,0,98105,47.6652,-122.288,1510,4000
20828,3,2.25,1520,5750,2,0,0,3,8,1400,120,1908,2006,1,98116,47.5787,-122.388,1420,5650
20829,2,1.75,1370,3125,1,0,0,3,7,1090,280,1950,0,0,98199,47.6492,-122.391,1730,5966
20830,3,1.5,1470,4480,1,0,0,4,7,1130,340,1918,0,0,98105,47.6693,-122.291,2120,4480
20831,3,1,920,8400,1,0,0,3,7,920,0,1963,0,0,98032,47.3771,-122.287,1260,8400
20832,3,2.5,1630,7586,2,0,0,3,8,1630,0,1986,0,0,98029,47.5689,-122.023,2090,7330
20833,3,1.75,1840,7350,1,0,0,3,8,1310,530,1976,0,0,98034,47.7089,-122.23,1860,7000
20834,3,1,920,4800,1,0,0,4,6,780,140,1926,0,0,98117,47.6937,-122.362,1370,4800
20835,3,2,1610,8069,1,0,0,5,7,1090,520,1955,0,0,98006,47.5754,-122.15,1510,8803
20836,3,2.25,2400,12350,1,0,0,4,8,1420,980,1968,0,0,98033,47.6533,-122.192,2615,12043
20837,4,3.5,3160,4200,2,0,4,3,8,2180,980,1999,0,0,98144,47.5963,-122.292,2180,5200
20838,3,1.75,1550,7410,1.5,0,0,5,7,1550,0,1944,0,0,98178,47.4951,-122.237,1250,7467
20839,4,1.75,1930,7650,1,0,0,4,8,1280,650,1981,0,0,98023,47.3078,-122.386,1860,8800
20840,3,1.75,1220,7447,1,0,0,4,7,1220,0,1964,0,0,98033,47.6886,-122.211,1340,7200
20841,4,2,1700,6025,1,0,0,3,6,1700,0,1978,0,0,98002,47.3029,-122.221,1320,5956
20842,3,2.5,3290,6830,2,0,0,3,10,3290,0,2000,0,0,98052,47.6702,-122.142,3200,6227
20843,4,1.75,1770,12278,1,0,0,3,7,1350,420,1937,0,0,98115,47.7004,-122.295,1670,9336
20844,3,1.5,1740,21980,1,0,0,4,7,1740,0,1973,0,0,98042,47.3644,-122.132,1400,16100
20845,5,4,4280,11307,2,0,0,3,10,2710,1570,1996,0,0,98027,47.5503,-122.081,3080,11307
20846,4,3.25,3890,25470,2,1,3,5,10,3030,860,1923,0,0,98105,47.6608,-122.269,4140,19281
20847,4,2,2340,50233,1,0,0,4,7,1170,1170,1966,0,0,98075,47.5905,-122.022,2470,62290
20848,2,2.25,1100,1114,2,0,0,3,8,900,200,2009,0,0,98122,47.6199,-122.304,1230,1800
20849,3,1,1220,6719,1,0,0,3,6,1220,0,1953,0,0,98198,47.4187,-122.329,1580,7200
20850,4,3.5,3470,7396,2,0,3,3,8,2520,950,1979,0,0,98125,47.7146,-122.279,2360,10541
20851,3,1,890,5200,1,0,0,3,7,890,0,1957,0,0,98118,47.559,-122.277,1420,6000
20852,3,2.25,1410,7290,1,0,0,3,7,940,470,1980,0,0,98118,47.5396,-122.274,1550,7375
20853,3,1.75,1370,8006,2,0,0,3,7,1370,0,1990,0,0,98001,47.258,-122.252,1530,8006
20854,3,2.5,2260,5100,2,0,0,3,8,2260,0,2007,0,0,98019,47.7341,-121.968,2260,5100
20855,4,1,1430,3600,1,0,0,3,6,980,450,1947,0,0,98106,47.5343,-122.355,1170,4000
20856,3,1.5,1180,7384,1,0,0,5,7,1180,0,1959,0,0,98032,47.3838,-122.287,1150,7455
20857,3,1.75,1530,6125,1,0,0,3,7,1120,410,1958,0,0,98116,47.5687,-122.397,1360,6125
20858,2,1,1010,9219,1,0,0,4,7,1010,0,1960,0,0,98033,47.6886,-122.202,1610,9219
20859,4,3,2860,10292,1,0,0,4,8,2860,0,1953,1999,1,98004,47.6286,-122.206,1840,10273
20860,2,1,900,5220,1,0,0,4,6,900,0,1956,0,0,98146,47.5105,-122.387,1480,6660
20861,5,3.5,2310,5249,2,0,0,3,8,1560,750,2000,0,0,98118,47.5463,-122.272,1900,7296
20862,3,2.25,1520,1245,3,0,0,3,8,1520,0,2004,0,0,98103,47.6907,-122.34,1520,1470
20863,4,1.5,1220,3780,1.5,0,0,3,7,1220,0,1927,0,0,98107,47.6667,-122.36,1400,3185
20864,2,1.75,1760,4600,1,0,0,4,7,850,910,1926,0,0,98126,47.5654,-122.372,1150,4800
20865,4,3,1820,8261,1,0,0,3,7,1420,400,1969,0,0,98034,47.7197,-122.219,1920,7961
20866,4,1.75,1850,5712,1,0,0,3,7,1850,0,1954,0,0,98115,47.6966,-122.324,1510,6038
20867,4,3.25,3680,8580,1,0,3,5,10,1840,1840,1959,0,0,98136,47.5266,-122.387,2700,9100
20868,2,1,1000,4800,1,0,0,3,6,1000,0,1952,0,0,98117,47.6926,-122.362,1000,4800
20869,3,2.5,2630,77972,2,0,0,3,9,2630,0,2004,0,0,98019,47.745,-121.916,2250,75794
20870,4,2.5,2620,10489,2,0,0,3,9,2620,0,1990,0,0,98052,47.6732,-122.143,2430,7701
20871,5,1.75,2190,7500,1,0,0,3,7,1290,900,1979,0,0,98133,47.7766,-122.355,1790,8820
20872,1,1,1310,8667,1.5,0,0,1,6,1310,0,1918,0,0,98122,47.6059,-122.313,1130,4800
20873,3,2.25,2090,45535,1,0,2,5,8,1280,810,1952,0,0,98006,47.5538,-122.191,3090,12889
20874,6,3,2480,9720,2,0,0,3,8,2480,0,1972,0,0,98007,47.6127,-122.145,2480,9200
20875,3,1.75,1310,7314,1,0,0,5,6,1310,0,1960,0,0,98002,47.2888,-122.221,1010,7314
20876,5,3,3070,8474,2,0,0,3,9,3070,0,2011,0,0,98033,47.6852,-122.184,3070,8527
20877,3,2.5,2030,6326,2,0,0,3,7,2030,0,1993,0,0,98038,47.3491,-122.029,1810,6825
20878,3,1.75,1760,11371,1,0,0,5,8,1760,0,1959,0,0,98155,47.7616,-122.273,2220,19884
20879,4,1,1280,4840,1,0,0,3,7,940,340,1950,0,0,98136,47.5477,-122.395,1360,4840
20880,4,2,1590,9100,1,0,0,3,7,1040,550,1967,2014,1,98058,47.4465,-122.156,1670,9100
20881,3,2,1560,32137,1,0,0,5,7,910,650,1976,0,0,98092,47.3197,-122.117,1470,29150
20882,4,2.5,2950,48351,2,0,0,3,10,2950,0,1986,0,0,98075,47.5938,-122.048,2870,34417
20883,4,2.5,2680,8778,2,0,0,4,8,2680,0,1977,0,0,98006,47.5516,-122.161,2680,10020
20884,6,1.75,2230,10080,1,0,0,3,7,1390,840,1969,0,0,98034,47.7089,-122.201,2110,8475
20885,4,3.25,2840,54400,1,0,0,4,8,2840,0,1984,0,0,98053,47.6707,-122.045,2550,43560
20886,3,2.25,1700,7210,1,0,0,4,7,1250,450,1974,0,0,98003,47.3546,-122.318,2070,7300
20887,3,1,1110,8593,1,0,0,3,7,1110,0,1979,0,0,98155,47.7595,-122.309,1780,8593
20888,3,2.75,2380,5572,2,0,4,3,9,1930,450,1939,0,0,98105,47.6626,-122.271,3370,5500
20889,3,2.5,2670,5000,2,0,3,5,9,2000,670,1942,1995,1,98144,47.5855,-122.292,2320,5000
20890,2,1,890,6430,1,0,0,3,6,890,0,1935,1997,1,98022,47.2003,-121.996,1460,6430
20891,4,1,1260,7800,1.5,0,0,3,7,1260,0,1947,2007,1,98125,47.7334,-122.307,1639,7492
20892,5,3.5,2990,212137,2,0,0,3,8,2450,540,1994,0,0,98024,47.5298,-121.887,1060,69260
20893,3,1,1010,7520,1,0,0,4,6,1010,0,1975,0,0,98001,47.2699,-122.255,1370,8469
20894,2,1,1010,3627,1,0,2,4,6,1010,0,1924,0,0,98144,47.5873,-122.294,1630,4040
20895,5,1.75,1250,10530,1,0,0,4,7,1250,0,1966,0,0,98007,47.6101,-122.138,1560,8190
20896,4,2,2120,11479,1,0,0,4,7,1060,1060,1940,0,0,98125,47.7084,-122.303,1540,11000
20897,3,1.75,1260,3604,1,0,0,3,7,1260,0,2012,0,0,98042,47.3612,-122.103,1430,3767
20898,3,1.75,1800,7210,1,0,0,3,7,1370,430,1976,0,0,98072,47.7346,-122.17,1820,8100
20899,3,2.5,2580,214315,1.5,0,0,3,8,2580,0,1946,1986,1,98053,47.6465,-122.024,2580,70131
20900,3,2,1660,10000,1,0,0,4,7,1010,650,1961,0,0,98005,47.5852,-122.174,2020,9720
20901,3,1,1330,3740,1.5,0,0,3,6,1330,0,1903,0,0,98118,47.5502,-122.274,1330,5053
20902,3,2.75,2180,7519,1,0,0,4,7,1310,870,1981,0,0,98052,47.6959,-122.125,1510,7107
20903,3,3.5,2420,4000,2,0,0,5,9,1820,600,1907,0,0,98122,47.6054,-122.295,2030,4550
20904,1,1,760,3000,1,0,0,3,7,760,0,1900,0,0,98122,47.6059,-122.303,1270,3000
20905,5,3.25,4410,35192,2,0,2,3,12,3880,530,1990,0,0,98072,47.7522,-122.13,4410,59677
20906,2,1,1130,15190,1,0,0,4,7,1130,0,1954,0,0,98032,47.3902,-122.283,1490,16920
20907,5,3,4290,20445,2,0,0,4,11,4290,0,1985,0,0,98039,47.6217,-122.239,3620,22325
20908,3,1,1530,2400,1,0,0,4,7,890,640,1928,0,0,98103,47.6543,-122.354,1240,2400
20909,5,2.75,2380,7500,1,0,0,3,7,1300,1080,1984,0,0,98178,47.5009,-122.235,2400,6000
20910,4,1.5,1940,6386,1,0,0,3,7,1140,800,1954,0,0,98118,47.5533,-122.285,1340,6165
20911,4,1.75,2190,5060,1,0,0,3,7,1190,1000,1950,0,0,98116,47.5846,-122.387,1510,4600
20912,3,2.25,1850,2575,2,0,0,3,9,1850,0,2013,0,0,98118,47.5525,-122.273,1080,4120
20913,4,1.75,2400,21196,1,0,0,5,8,1590,810,1956,0,0,98166,47.4282,-122.347,2200,19134
20914,3,2.5,3490,8343,2,1,4,4,9,2150,1340,1939,1991,1,98125,47.7265,-122.281,2990,13104
20915,4,2.5,2530,7563,1,0,0,3,7,1440,1090,1978,0,0,98011,47.7762,-122.21,1960,7811
20916,3,1,1270,6612,1.5,0,3,3,7,1270,0,1927,0,0,98118,47.5433,-122.264,2100,7680
20917,2,1,1620,3880,1,0,0,4,7,920,700,1924,0,0,98117,47.6855,-122.391,1330,3880
20918,5,1.75,2510,9750,1.5,0,0,3,8,2510,0,1969,0,0,98052,47.6635,-122.149,1900,9750
20919,3,2.5,1660,5250,2,0,0,4,8,1660,0,1988,0,0,98003,47.3541,-122.3,1630,5505
20920,3,1,1280,5100,1,0,0,3,7,1280,0,1948,0,0,98126,47.5259,-122.38,1380,7140
20921,5,1.75,2040,5280,1,0,0,4,7,1020,1020,1961,0,0,98007,47.5941,-122.144,1720,7344
20922,4,2.75,3310,50951,2,0,0,3,9,3310,0,1998,0,0,98077,47.7249,-122.027,3230,39340
20923,4,2,2210,5572,1.5,0,3,3,7,1760,450,1911,0,0,98126,47.5727,-122.376,1760,4713
20924,5,2.25,2690,10800,1,0,3,4,8,2020,670,1956,0,0,98040,47.5821,-122.247,3380,9134
20925,3,1,1310,22652,1,0,0,3,7,1310,0,1968,0,0,98092,47.2574,-122.072,1600,103672
20926,5,2.5,1760,10200,1.5,0,0,3,6,1760,0,1925,0,0,98106,47.5271,-122.351,1370,7620
20927,5,2.5,2670,184140,1,0,0,3,8,1410,1260,1980,0,0,98042,47.3429,-122.097,1860,35719
20928,3,2,1440,3900,1,0,0,3,8,1440,0,2002,0,0,98053,47.7022,-122.021,1350,3900
20929,4,2.25,3250,16684,2,0,0,3,9,3250,0,1979,0,0,98039,47.6334,-122.229,2890,16927
20930,3,1,1050,5156,1.5,0,0,3,7,1050,0,1919,0,0,98106,47.5169,-122.358,1050,5502
20931,1,1,670,1800,1,0,0,5,6,670,0,1905,0,0,98103,47.654,-122.35,1330,3360
20932,4,1,2420,15520,2,0,0,4,7,2420,0,1945,0,0,98006,47.5744,-122.137,1630,9965
20933,3,1,1000,7800,1,0,0,4,6,860,140,1930,0,0,98125,47.7098,-122.283,1700,7800
20934,3,1,940,11055,1.5,0,0,4,7,940,0,1959,0,0,98032,47.3732,-122.295,1420,9100
20935,3,2,1640,5280,1.5,0,0,5,6,1640,0,1910,0,0,98002,47.3089,-122.213,1160,7875
20936,5,1.75,1910,9720,1,0,0,4,7,1390,520,1955,0,0,98006,47.5772,-122.159,1750,9720
20937,3,2.25,2110,7279,1,0,0,4,9,2110,0,1984,0,0,98033,47.6669,-122.17,2130,7279
20938,4,2.5,3370,35150,1,0,0,5,8,1770,1600,1993,0,0,98027,47.461,-122.002,2920,41241
20939,4,2.5,2040,8076,2,0,0,3,7,2040,0,1994,0,0,98042,47.3691,-122.074,2040,8408
20940,3,2.5,2720,40813,2,0,0,3,8,2720,0,2001,0,0,98001,47.2619,-122.271,2250,40511
20941,4,2.25,1490,956,2,0,0,3,7,1020,470,2005,0,0,98122,47.6184,-122.301,1510,1350
20942,3,1.75,1560,9788,1,0,0,3,7,1560,0,1964,0,0,98178,47.4876,-122.226,1840,11180
20943,2,1.5,830,1077,2,0,0,3,7,830,0,2006,0,0,98122,47.6058,-122.319,830,1366
20944,3,1.75,1610,7350,1,0,0,3,8,1610,0,1974,0,0,98058,47.4503,-122.131,2120,7350
20945,4,2,1930,6600,1,0,0,4,7,1030,900,1967,0,0,98168,47.482,-122.332,1220,6600
20946,3,2.5,1960,4400,2,0,0,3,7,1960,0,2006,0,0,98065,47.5384,-121.889,2060,4400
20947,6,3.75,2770,5000,1,0,0,3,8,1870,900,1969,0,0,98107,47.669,-122.365,1570,2108
20948,4,2,1710,8814,1,0,0,5,7,1030,680,1975,0,0,98031,47.395,-122.174,1710,7272
20949,4,2.5,2960,26742,1,0,3,3,8,1480,1480,1949,1996,1,98115,47.6846,-122.268,2500,9460
20950,3,1.75,1740,5500,1,0,0,5,7,970,770,1953,0,0,98116,47.577,-122.395,1740,7250
20951,3,2.5,2180,7169,2,0,0,3,8,2180,0,1990,0,0,98029,47.5714,-122.002,2150,5914
20952,5,2.25,2510,9887,2,0,0,3,8,2510,0,1972,0,0,98040,47.5339,-122.223,2510,10006
20953,7,5.5,6630,13782,2,0,0,3,10,4930,1700,2004,0,0,98006,47.5399,-122.118,4470,8639
20954,4,2.25,3220,7889,2,0,0,3,8,3220,0,1978,0,0,98023,47.3112,-122.339,2120,7651
20955,3,2,1660,7958,1,0,0,3,7,1130,530,1983,0,0,98092,47.3187,-122.171,1550,7647
20956,4,3.5,3360,9767,2,0,0,3,9,2450,910,1990,0,0,98023,47.3047,-122.347,2580,8757
20957,3,1,1000,5100,1,0,0,3,7,860,140,1946,0,0,98115,47.6857,-122.293,1000,5100
20958,3,2,1190,6833,1,0,0,3,7,1190,0,1995,0,0,98092,47.3191,-122.18,1540,8000
20959,3,1.5,1200,2002,2,0,0,3,8,1200,0,1966,0,0,98055,47.4659,-122.189,1270,1848
20960,5,2.5,2250,10400,1,0,0,3,8,1280,970,1973,0,0,98058,47.4501,-122.139,2140,9592
20961,4,1.75,2290,36900,1.5,0,2,5,7,1690,600,1938,0,0,98022,47.2034,-122.003,2170,12434
20962,3,2.25,1880,11556,2,0,0,3,8,1880,0,1987,0,0,98074,47.6283,-122.032,1880,12000
20963,2,2,2010,3797,1.5,0,0,3,7,1450,560,1922,2004,1,98108,47.5596,-122.315,1660,4650
20964,4,2,2270,5760,2,0,0,4,8,2270,0,1909,0,0,98116,47.5809,-122.39,1420,5760
20965,2,1.5,1300,1229,2,0,0,3,8,1160,140,2000,0,0,98107,47.6727,-122.375,1430,1255
20966,3,2.5,2730,11380,2,0,0,3,10,2730,0,1995,0,0,98075,47.58,-122.057,2800,10070
20967,2,1.5,1400,1650,3,0,0,3,7,1400,0,1999,0,0,98125,47.7222,-122.29,1430,1650
20968,4,2.25,2860,40284,2,0,0,3,10,2860,0,1983,0,0,98072,47.7308,-122.115,2670,92782
20969,3,1,1040,9514,1,0,0,4,7,1040,0,1969,0,0,98059,47.4936,-122.102,1040,9514
20970,4,2.25,3070,16028,1,0,3,3,9,1870,1200,1976,0,0,98040,47.5271,-122.228,3070,19822
20971,4,1.5,1660,6617,1,0,0,5,7,1660,0,1947,0,0,98155,47.739,-122.323,950,7440
20972,3,2.75,1800,9550,1,0,0,4,7,1320,480,1966,0,0,98006,47.5679,-122.178,1890,9902
20973,3,2.5,1650,3076,2,0,0,3,7,1650,0,2003,0,0,98053,47.682,-122.035,1560,3064
20974,3,1.5,800,8850,1,0,0,4,6,800,0,1959,0,0,98023,47.3266,-122.348,820,8775
20975,4,2.75,2270,24237,1,0,0,4,7,1360,910,1977,0,0,98058,47.4672,-122.175,2050,8016
20976,3,1,1010,8711,1,0,0,5,6,1010,0,1944,0,0,98056,47.4914,-122.186,1250,8053
20977,2,1,800,5220,1,0,0,3,6,800,0,1943,0,0,98125,47.7037,-122.32,1910,5376
20978,2,1,630,4200,1,0,0,3,6,630,0,1930,0,0,98106,47.5329,-122.348,970,4200
20979,4,2.5,3420,115434,2,0,0,3,9,3420,0,1989,0,0,98038,47.3932,-121.988,3250,111513
20980,3,1,1250,7700,1,0,0,4,7,1250,0,1955,0,0,98007,47.5974,-122.149,1520,7700
20981,3,2.75,2740,5735,2,0,0,3,9,2740,0,2004,0,0,98052,47.6862,-122.093,2210,5026
20982,3,1.75,1250,5375,1,0,0,3,7,1250,0,1985,0,0,98198,47.3787,-122.323,1320,6258
20983,3,2.25,2430,5500,2,0,0,3,8,1810,620,1989,0,0,98033,47.6812,-122.196,2040,5500
20984,4,2.5,2580,10631,2,0,2,4,9,2580,0,1992,0,0,98033,47.6993,-122.206,4220,10631
20985,2,2,1250,7543,1,0,0,3,7,1250,0,1962,0,0,98198,47.4051,-122.296,1250,7506
20986,3,1.75,1810,8048,1,0,0,4,7,1290,520,1983,0,0,98055,47.4484,-122.194,1550,9081
20987,4,1.75,1790,7175,1.5,0,0,3,6,1410,380,1900,0,0,98168,47.4963,-122.318,1790,8417
20988,4,1.5,3160,19745,1.5,0,0,4,6,1840,1320,1968,0,0,98010,47.3103,-122.006,1540,8611
20989,3,2,2350,12480,1,0,0,3,7,1600,750,1981,0,0,98028,47.7661,-122.262,2160,12000
20990,5,2.5,2500,9583,1,0,0,3,7,1300,1200,1979,0,0,98198,47.3946,-122.312,2120,19352
20991,3,2.5,1460,7573,2,0,0,3,8,1460,0,1983,0,0,98007,47.6012,-122.141,1910,7668
20992,4,1.75,2390,12000,1,0,0,3,8,1470,920,1979,0,0,98052,47.7061,-122.163,2110,12000
20993,1,1.75,1020,4512,1,0,0,3,7,770,250,1937,0,0,98115,47.6724,-122.266,1230,5029
20994,3,2.5,1940,7415,2,0,0,3,8,1940,0,1965,0,0,98006,47.542,-122.176,1940,8425
20995,4,3.25,2400,29252,2,0,0,4,8,2400,0,1982,0,0,98072,47.743,-122.131,2280,45000
20996,3,1,1390,16000,1,0,0,4,6,1390,0,1960,0,0,98001,47.2898,-122.251,1420,10000
20997,5,2,1820,5054,1,0,0,4,7,910,910,1970,0,0,98108,47.5547,-122.299,1180,5628
20998,2,1,1140,3750,1,0,0,4,7,1140,0,1925,0,0,98103,47.6619,-122.343,1660,4000
